symbol,date,sentiment_signal
FLIR,3/10/2013,-1
PLL,3/10/2013,-3
BMC,3/10/2013,6
DFS,3/10/2013,1
SBUX,3/10/2013,-3
TDC,3/10/2013,-1
EMR,3/10/2013,3
SNE,3/10/2013,-3
EXPE,3/10/2013,-1
NFX,3/10/2013,1
NTRS,3/10/2013,4
CNP,3/10/2013,3
FDX,3/10/2013,-1
CTL,3/10/2013,-1
VNO,3/10/2013,-3
HOT,3/10/2013,-1
SE,3/10/2013,1
SHLD,3/10/2013,-1
CINF,3/10/2013,3
ABBV,3/10/2013,-1
AA,3/10/2013,-3
SLB,3/10/2013,6
KSS,3/10/2013,1
FLR,3/10/2013,-3
NOK,3/10/2013,-3
TEG,3/10/2013,1
CTXS,3/10/2013,5
APC,3/10/2013,1
CNX,3/10/2013,1
BBY,3/10/2013,-1
BDX,3/10/2013,1
DOW,3/10/2013,-1
GE,3/10/2013,5
AES,3/10/2013,-3
D,3/10/2013,1
FRX,3/10/2013,6
ADBE,3/10/2013,-1
PCL,3/10/2013,1
VITC,3/10/2013,-1
CHRW,3/10/2013,3
OXY,3/10/2013,1
SYMC,3/10/2013,6
ZNGA,3/10/2013,-1
BBRY,3/10/2013,-1
WYNN,3/10/2013,-1
GCI,3/10/2013,-1
TYC,3/10/2013,1
GILD,3/10/2013,-3
HAL,3/10/2013,-1
WMB,3/10/2013,-1
DD,3/10/2013,3
JEF,3/10/2013,-1
LNC,3/10/2013,3
NTAP,3/10/2013,2
KIM,3/10/2013,1
AXP,3/10/2013,3
WY,3/10/2013,6
CTSH,3/10/2013,1
XEL,3/10/2013,3
TSS,3/10/2013,1
VLO,3/10/2013,2
XLNX,3/10/2013,2
ANN,3/10/2013,6
IPG,3/10/2013,1
CL,3/10/2013,3
RHI,3/10/2013,2
AEE,3/10/2013,2
PCAR,3/10/2013,3
GPC,3/10/2013,3
UNM,3/10/2013,1
AVB,3/10/2013,3
GAS,3/10/2013,1
NBL,3/10/2013,1
MDT,3/10/2013,-1
NI,3/10/2013,3
TAP,3/10/2013,2
FAST,3/10/2013,6
ABT,3/10/2013,5
CMS,3/10/2013,-1
V,3/10/2013,-1
COST,3/10/2013,-1
NVDA,3/10/2013,-1
CMG,3/10/2013,6
DLX,3/10/2013,6
ACI,3/10/2013,-1
VAR,3/10/2013,6
DVN,3/10/2013,6
MOLX,3/10/2013,1
DSW,3/10/2013,-1
SPG,3/10/2013,4
AMD,3/10/2013,3
AIG,3/10/2013,6
SD,3/10/2013,-1
GOOG,3/10/2013,5
BAC,3/10/2013,2
BRK-B,3/10/2013,-1
PH,3/10/2013,6
MO,3/10/2013,-3
UA,3/10/2013,-1
PCP,3/10/2013,6
HD,3/10/2013,2
CRM,3/10/2013,-3
MKC,3/10/2013,4
NEE,3/10/2013,-1
QEP,3/10/2013,1
WAG,3/10/2013,-1
CI,3/10/2013,1
FE,3/10/2013,6
ATI,3/10/2013,6
PPG,3/10/2013,6
URBN,3/10/2013,1
TXN,3/10/2013,1
BBT,3/10/2013,-1
HIG,3/10/2013,1
HRL,3/10/2013,3
YHOO,3/10/2013,-1
JBL,3/10/2013,3
COH,3/10/2013,-1
AET,3/10/2013,1
WPO,3/10/2013,-3
P,3/10/2013,-1
CB,3/10/2013,4
NLY,3/10/2013,1
CSC,3/10/2013,6
ANF,3/10/2013,1
MSI,3/10/2013,2
ALXN,3/10/2013,1
ALL,3/10/2013,-1
TJX,3/10/2013,3
PHM,3/10/2013,-1
T,3/10/2013,-1
NBR,3/10/2013,-1
NOC,3/10/2013,-3
DTV,3/10/2013,-1
EOG,3/10/2013,-1
ARNA,3/10/2013,-1
UNP,3/10/2013,5
TXT,3/10/2013,1
AVY,3/10/2013,1
AFL,3/10/2013,1
LOW,3/10/2013,2
TIF,3/10/2013,-1
CF,3/10/2013,-3
PCS,3/10/2013,-1
ADSK,3/10/2013,-1
PGR,3/10/2013,1
ED,3/10/2013,1
OMC,3/10/2013,1
AON,3/10/2013,1
DAL,3/10/2013,6
TRV,3/10/2013,6
FFIV,3/10/2013,3
BLK,3/10/2013,-1
SJM,3/10/2013,4
ESV,3/10/2013,5
EXC,3/10/2013,6
TWX,3/10/2013,-3
PRU,3/10/2013,4
SNI,3/10/2013,1
NYX,3/10/2013,-1
DO,3/10/2013,1
CTAS,3/10/2013,-1
MMC,3/10/2013,1
QCOM,3/10/2013,-1
A,3/10/2013,6
KMI,3/10/2013,1
AEO,3/10/2013,-1
ECL,3/10/2013,-1
FMC,3/10/2013,6
RSH,3/10/2013,-3
BA,3/10/2013,6
CCE,3/10/2013,-1
CMCSA,3/10/2013,6
MWV,3/10/2013,1
BMY,3/10/2013,5
PFE,3/10/2013,-1
PM,3/10/2013,6
L,3/10/2013,-1
ACN,3/10/2013,-1
RRC,3/10/2013,-1
MHFI,3/10/2013,6
WMT,3/10/2013,2
APD,3/10/2013,1
AZO,3/10/2013,-1
MPC,3/10/2013,-1
CIM,3/10/2013,-1
WU,3/10/2013,-1
TMO,3/10/2013,2
GWW,3/10/2013,-1
DF,3/10/2013,-1
RDC,3/10/2013,1
BK,3/10/2013,3
WEC,3/10/2013,6
JPM,3/10/2013,3
SFLY,3/10/2013,4
HUM,3/10/2013,2
AN,3/10/2013,6
TRIP,3/10/2013,3
ORCL,3/10/2013,6
NXY,3/10/2013,4
MYL,3/10/2013,2
LEG,3/10/2013,4
TIBX,3/10/2013,6
ZION,3/10/2013,6
RTN,3/10/2013,1
PBCT,3/10/2013,1
NKE,3/10/2013,-1
LM,3/10/2013,-1
HSY,3/10/2013,1
UNH,3/10/2013,1
ZMH,3/10/2013,1
SCG,3/10/2013,1
TMK,3/10/2013,4
DHI,3/10/2013,-1
MGM,3/10/2013,1
LUV,3/10/2013,4
AKAM,3/10/2013,-1
ADT,3/10/2013,4
STJ,3/10/2013,6
HBAN,3/10/2013,2
FSLR,3/10/2013,-1
BEAM,3/10/2013,-1
TEL,3/10/2013,1
FTR,3/10/2013,-1
M,3/10/2013,-1
CVH,3/10/2013,6
OI,3/10/2013,6
PXP,3/10/2013,1
ATVI,3/10/2013,5
EFX,3/10/2013,-3
SRE,3/10/2013,-3
DRI,3/10/2013,1
FL,3/10/2013,-3
ACE,3/10/2013,6
ARG,3/10/2013,1
KMB,3/10/2013,1
HOTT,3/10/2013,-1
JEC,3/10/2013,1
ABC,3/10/2013,-1
APOL,3/10/2013,-3
DLPH,3/10/2013,3
BHI,3/10/2013,-3
MS,3/10/2013,-1
DLTR,3/10/2013,-1
STT,3/10/2013,1
NOV,3/10/2013,-1
CVX,3/10/2013,1
ARO,3/10/2013,6
LLY,3/10/2013,3
RHT,3/10/2013,1
SKS,3/10/2013,1
MRO,3/10/2013,-1
KO,3/10/2013,1
CAT,3/10/2013,-1
CMA,3/10/2013,1
LRCX,3/10/2013,3
CSX,3/10/2013,5
FISV,3/10/2013,-3
SRCL,3/10/2013,6
DNR,3/10/2013,1
EBAY,3/10/2013,-1
PRGO,3/10/2013,6
COF,3/10/2013,-3
MSFT,3/10/2013,-1
VZ,3/10/2013,-1
WTW,3/10/2013,-1
CFN,3/10/2013,6
CBS,3/10/2013,3
PSX,3/10/2013,3
FHN,3/10/2013,3
CHK,3/10/2013,-1
NWSA,3/10/2013,4
NSC,3/10/2013,6
AIZ,3/10/2013,1
ZLC,3/10/2013,4
ALTR,3/10/2013,1
PFG,3/10/2013,-1
F,3/10/2013,-1
AGN,3/10/2013,1
PPL,3/10/2013,2
SCHL,3/10/2013,4
GPS,3/10/2013,1
EQR,3/10/2013,1
WDC,3/10/2013,6
TROW,3/10/2013,6
DISCA,3/10/2013,6
NDAQ,3/10/2013,1
KRFT,3/10/2013,-1
HES,3/10/2013,1
AMP,3/10/2013,1
AAPL,3/10/2013,-1
BMS,3/10/2013,1
PNR,3/10/2013,6
APH,3/10/2013,1
JCP,3/10/2013,-1
EXPR,3/10/2013,6
SPLS,3/10/2013,-3
IP,3/10/2013,-3
AEP,3/10/2013,1
PG,3/10/2013,-3
BWA,3/10/2013,-1
WAT,3/10/2013,1
SCHW,3/10/2013,-1
STX,3/10/2013,1
CME,3/10/2013,-1
BAX,3/10/2013,3
MU,3/10/2013,4
TGT,3/10/2013,2
PEP,3/10/2013,1
DOV,3/10/2013,1
WFC,3/10/2013,-1
MET,3/10/2013,6
MCP,3/10/2013,-1
IFF,3/10/2013,6
FTI,3/10/2013,-1
PKI,3/10/2013,1
HCN,3/10/2013,1
AIV,3/10/2013,1
ETFC,3/10/2013,1
CCI,3/10/2013,4
CAG,3/10/2013,1
JOSB,3/10/2013,3
C,3/10/2013,2
PX,3/10/2013,1
WPX,3/10/2013,1
APA,3/10/2013,2
HOV,3/10/2013,1
HAR,3/10/2013,1
ORLY,3/10/2013,1
MNST,3/10/2013,-1
JWN,3/10/2013,-1
KMX,3/10/2013,6
DKS,3/10/2013,4
BXP,3/10/2013,6
GMCR,3/10/2013,6
VALE,3/10/2013,-1
EL,3/10/2013,4
MDLZ,3/10/2013,-1
SYK,3/10/2013,1
DG,3/10/2013,-1
X,3/10/2013,-1
GLW,3/10/2013,-1
FLWS,3/10/2013,6
DTE,3/10/2013,-3
AMZN,3/10/2013,-1
NTRI,3/10/2013,-3
DUK,3/10/2013,2
NILE,3/10/2013,-3
HRS,3/10/2013,4
MA,3/10/2013,-1
EQT,3/10/2013,5
DDS,3/10/2013,-1
AMT,3/10/2013,-3
SWN,3/10/2013,3
SNDK,3/10/2013,6
GES,3/10/2013,-1
LSI,3/10/2013,2
PETM,3/10/2013,1
JNJ,3/10/2013,6
SYY,3/10/2013,-1
WYN,3/10/2013,-1
CAM,3/10/2013,1
STI,3/10/2013,1
SWK,3/10/2013,3
CELG,3/10/2013,-1
HP,3/10/2013,6
MAR,3/10/2013,-3
ICE,3/10/2013,6
CAH,3/10/2013,1
THC,3/10/2013,-1
ADM,3/10/2013,1
RL,3/10/2013,6
HCBK,3/10/2013,3
BIG,3/10/2013,-1
ITW,3/10/2013,1
CERN,3/10/2013,-1
EMN,3/10/2013,3
GNW,3/10/2013,-3
K,3/10/2013,-3
INTC,3/10/2013,3
WM,3/10/2013,6
HRB,3/10/2013,-1
GD,3/10/2013,-1
CAB,3/10/2013,6
GME,3/10/2013,2
OKE,3/10/2013,-1
WFM,3/10/2013,-1
LLL,3/10/2013,4
HAS,3/10/2013,5
VRSN,3/10/2013,6
STZ,3/10/2013,-1
DPS,3/10/2013,1
TWC,3/10/2013,-3
SNA,3/10/2013,1
LEN,3/10/2013,-1
R,3/10/2013,-3
GRPN,3/10/2013,-1
ETR,3/10/2013,-1
PCG,3/10/2013,3
ETN,3/10/2013,2
MAS,3/10/2013,1
MAT,3/10/2013,2
PXD,3/10/2013,-1
CVC,3/10/2013,-3
ESRX,3/10/2013,-3
EXPD,3/10/2013,1
MCHP,3/10/2013,-1
PDCO,3/10/2013,1
BTU,3/10/2013,-1
JCI,3/10/2013,1
MON,3/10/2013,-1
COV,3/10/2013,6
EIX,3/10/2013,-3
FOSL,3/10/2013,-1
VFC,3/10/2013,1
FB,3/10/2013,2
EMC,3/10/2013,-1
DELL,3/10/2013,-1
MRK,3/10/2013,1
JOY,3/10/2013,-1
NWL,3/10/2013,-1
VMC,3/10/2013,1
JNPR,3/10/2013,-1
MJN,3/10/2013,1
LO,3/10/2013,6
PLD,3/10/2013,-1
MMR,3/10/2013,6
SHW,3/10/2013,-1
HOG,3/10/2013,-1
PETS,3/10/2013,6
RSG,3/10/2013,1
KLAC,3/10/2013,1
GRMN,3/10/2013,4
VTR,3/10/2013,1
MMM,3/10/2013,3
ROP,3/10/2013,1
IBM,3/10/2013,-1
CCL,3/10/2013,-1
TER,3/10/2013,1
PNC,3/10/2013,2
TM,3/10/2013,-3
HSP,3/10/2013,3
LMT,3/10/2013,-1
IR,3/10/2013,6
UPS,3/10/2013,4
ISRG,3/10/2013,-3
ROK,3/10/2013,4
MCK,3/10/2013,1
SIAL,3/10/2013,1
BKS,3/10/2013,-1
WHR,3/10/2013,1
PEG,3/10/2013,3
RF,3/10/2013,1
IRM,3/10/2013,3
DNB,3/10/2013,2
TE,3/10/2013,1
PCLN,3/10/2013,-1
PWR,3/10/2013,6
GIS,3/10/2013,1
COP,3/10/2013,-3
PAYX,3/10/2013,1
RAI,3/10/2013,6
XL,3/10/2013,6
BRCM,3/10/2013,6
ADP,3/10/2013,6
INTU,3/10/2013,-3
NE,3/10/2013,-1
COL,3/10/2013,6
CPB,3/10/2013,1
XOM,3/10/2013,1
VPRT,3/10/2013,3
COG,3/10/2013,3
FCX,3/10/2013,3
NRG,3/10/2013,-1
DIS,3/10/2013,1
MCO,3/10/2013,6
MTB,3/10/2013,-3
SIRI,3/10/2013,-1
UTX,3/10/2013,1
GS,3/10/2013,-1
DHR,3/10/2013,-1
BCR,3/10/2013,1
KR,3/10/2013,2
USB,3/10/2013,-3
IVZ,3/10/2013,1
SO,3/10/2013,-1
FIS,3/10/2013,6
NU,3/10/2013,3
LYB,3/10/2013,6
EW,3/10/2013,-3
CTSH,3/11/2013,1
MCHP,3/11/2013,-1
HOT,3/11/2013,-1
CNX,3/11/2013,1
PPL,3/11/2013,3
ARNA,3/11/2013,-1
HAS,3/11/2013,5
CMS,3/11/2013,-1
DTE,3/11/2013,-3
TAP,3/11/2013,4
BIG,3/11/2013,-1
FTI,3/11/2013,-1
DLPH,3/11/2013,3
MMC,3/11/2013,1
FE,3/11/2013,6
CAT,3/11/2013,-1
GOOG,3/11/2013,6
MS,3/11/2013,-1
NTAP,3/11/2013,2
ACI,3/11/2013,-1
VMC,3/11/2013,1
PM,3/11/2013,4
AMP,3/11/2013,1
JEC,3/11/2013,1
YUM,3/11/2013,-3
JOSB,3/11/2013,3
TXT,3/11/2013,1
DVA,3/11/2013,1
RTN,3/11/2013,-3
STT,3/11/2013,4
BKS,3/11/2013,-1
WMT,3/11/2013,2
PCP,3/11/2013,4
MGM,3/11/2013,1
MRK,3/11/2013,1
DD,3/11/2013,3
EMC,3/11/2013,1
FLS,3/11/2013,3
INTC,3/11/2013,3
KEY,3/11/2013,1
SCG,3/11/2013,1
PNR,3/11/2013,6
EBAY,3/11/2013,-1
DLX,3/11/2013,6
T,3/11/2013,-1
TMK,3/11/2013,4
AGN,3/11/2013,1
CVC,3/11/2013,-3
AN,3/11/2013,6
WYN,3/11/2013,-1
TSS,3/11/2013,1
PH,3/11/2013,6
PFE,3/11/2013,-1
L,3/11/2013,-1
HP,3/11/2013,6
HCN,3/11/2013,1
MCO,3/11/2013,6
SWY,3/11/2013,6
NRG,3/11/2013,-1
PCS,3/11/2013,-1
EQR,3/11/2013,1
PGR,3/11/2013,1
CINF,3/11/2013,3
WTW,3/11/2013,-1
AAPL,3/11/2013,-1
PCLN,3/11/2013,-1
NLY,3/11/2013,1
HSY,3/11/2013,1
MA,3/11/2013,-1
DKS,3/11/2013,1
CHRW,3/11/2013,3
IBM,3/11/2013,-1
ETN,3/11/2013,2
DHI,3/11/2013,-1
RHT,3/11/2013,1
NBR,3/11/2013,-1
CELG,3/11/2013,-1
GES,3/11/2013,6
NTRI,3/11/2013,-3
GPC,3/11/2013,3
AES,3/11/2013,-3
CMG,3/11/2013,6
EFX,3/11/2013,-3
MNST,3/11/2013,-1
CRM,3/11/2013,-1
CCL,3/11/2013,-1
HAL,3/11/2013,-1
JCI,3/11/2013,1
MCP,3/11/2013,-1
MDLZ,3/11/2013,-1
TIF,3/11/2013,-1
ALTR,3/11/2013,1
SWK,3/11/2013,3
XL,3/11/2013,6
TRIP,3/11/2013,3
PRGO,3/11/2013,6
FISV,3/11/2013,-3
JNJ,3/11/2013,6
VPRT,3/11/2013,3
KLAC,3/11/2013,1
CPB,3/11/2013,1
LEN,3/11/2013,-1
WEC,3/11/2013,6
SLM,3/11/2013,6
HOTT,3/11/2013,-1
KMX,3/11/2013,6
STX,3/11/2013,1
ADP,3/11/2013,6
NDAQ,3/11/2013,5
FCX,3/11/2013,3
PFG,3/11/2013,-1
MAT,3/11/2013,3
QEP,3/11/2013,1
AMAT,3/11/2013,6
ORLY,3/11/2013,1
PCAR,3/11/2013,-1
CB,3/11/2013,4
SE,3/11/2013,1
WAT,3/11/2013,1
SKS,3/11/2013,1
MSFT,3/11/2013,-1
CAH,3/11/2013,1
RRC,3/11/2013,-1
WY,3/11/2013,6
TMO,3/11/2013,2
URBN,3/11/2013,1
AEP,3/11/2013,1
ARO,3/11/2013,6
JNPR,3/11/2013,-1
WPX,3/11/2013,1
FFIV,3/11/2013,3
BCR,3/11/2013,1
HNZ,3/11/2013,-3
MPC,3/11/2013,-1
SNE,3/11/2013,-3
LUK,3/11/2013,3
LM,3/11/2013,-1
WDC,3/11/2013,6
JPM,3/11/2013,3
COG,3/11/2013,3
TWX,3/11/2013,-3
GE,3/11/2013,1
CVS,3/11/2013,1
C,3/11/2013,2
UNH,3/11/2013,-1
ZLC,3/11/2013,4
BRK-B,3/11/2013,-1
AIV,3/11/2013,1
GS,3/11/2013,-1
OXY,3/11/2013,1
GAS,3/11/2013,1
HRL,3/11/2013,6
EXPD,3/11/2013,1
HPQ,3/11/2013,-3
XEL,3/11/2013,3
DF,3/11/2013,-1
EMR,3/11/2013,3
HIG,3/11/2013,5
DE,3/11/2013,1
PPG,3/11/2013,6
ESV,3/11/2013,5
CTXS,3/11/2013,5
LH,3/11/2013,1
TRV,3/11/2013,6
MCD,3/11/2013,-3
MCK,3/11/2013,1
HCBK,3/11/2013,3
MHFI,3/11/2013,6
OMC,3/11/2013,-3
NI,3/11/2013,1
RSH,3/11/2013,-3
KSS,3/11/2013,1
AMT,3/11/2013,-1
APD,3/11/2013,1
IRM,3/11/2013,3
XOM,3/11/2013,2
UPS,3/11/2013,4
JCP,3/11/2013,-1
CBS,3/11/2013,1
JEF,3/11/2013,-1
DPS,3/11/2013,-3
CA,3/11/2013,5
SFLY,3/11/2013,4
ANF,3/11/2013,1
PRU,3/11/2013,6
MTB,3/11/2013,-3
DISCA,3/11/2013,6
FLIR,3/11/2013,-1
CSC,3/11/2013,6
SNDK,3/11/2013,6
RSG,3/11/2013,1
XRX,3/11/2013,-1
CL,3/11/2013,3
ECL,3/11/2013,-1
HUM,3/11/2013,1
VFC,3/11/2013,1
CSX,3/11/2013,2
PCG,3/11/2013,3
MRO,3/11/2013,-1
GD,3/11/2013,-1
DGX,3/11/2013,3
NSC,3/11/2013,6
INTU,3/11/2013,-3
TGT,3/11/2013,4
LO,3/11/2013,2
COL,3/11/2013,6
IP,3/11/2013,-3
SRCL,3/11/2013,6
GLW,3/11/2013,-1
MO,3/11/2013,-3
SLB,3/11/2013,6
NOC,3/11/2013,-1
APC,3/11/2013,1
NOK,3/11/2013,-3
COP,3/11/2013,-3
FITB,3/11/2013,-1
PXD,3/11/2013,-1
SEE,3/11/2013,1
MMM,3/11/2013,3
THC,3/11/2013,-1
PAYX,3/11/2013,1
PBI,3/11/2013,-3
BWA,3/11/2013,-1
BMY,3/11/2013,3
APA,3/11/2013,2
ALXN,3/11/2013,1
HON,3/11/2013,4
STZ,3/11/2013,-1
PLD,3/11/2013,-1
SAI,3/11/2013,-3
NFLX,3/11/2013,-1
LYB,3/11/2013,6
ATVI,3/11/2013,6
DG,3/11/2013,-1
ADBE,3/11/2013,-1
ADSK,3/11/2013,-1
BLL,3/11/2013,1
LSI,3/11/2013,1
BA,3/11/2013,6
AXP,3/11/2013,3
USB,3/11/2013,-1
NBL,3/11/2013,1
LNC,3/11/2013,3
PX,3/11/2013,1
BMC,3/11/2013,6
APOL,3/11/2013,-3
LLL,3/11/2013,4
CAG,3/11/2013,1
SJM,3/11/2013,6
SYK,3/11/2013,1
NTRS,3/11/2013,4
CSCO,3/11/2013,6
ROK,3/11/2013,4
FRX,3/11/2013,6
ETR,3/11/2013,-1
CTL,3/11/2013,-1
ACE,3/11/2013,6
BMS,3/11/2013,1
BHI,3/11/2013,-3
DAL,3/11/2013,6
ZION,3/11/2013,6
RHI,3/11/2013,2
ESRX,3/11/2013,-3
BXP,3/11/2013,2
DNR,3/11/2013,1
ARG,3/11/2013,1
LUV,3/11/2013,6
BEN,3/11/2013,1
D,3/11/2013,1
EIX,3/11/2013,1
FLWS,3/11/2013,6
BBRY,3/11/2013,-3
BSX,3/11/2013,3
R,3/11/2013,-1
AIG,3/11/2013,4
LRCX,3/11/2013,6
VAR,3/11/2013,6
ISRG,3/11/2013,-3
PWR,3/11/2013,6
LEG,3/11/2013,4
NILE,3/11/2013,-3
CTAS,3/11/2013,6
GCI,3/11/2013,-1
IGT,3/11/2013,1
HBAN,3/11/2013,2
EXC,3/11/2013,6
P,3/11/2013,-1
PG,3/11/2013,-3
AKAM,3/11/2013,-1
NYX,3/11/2013,-1
CMCSA,3/11/2013,6
GME,3/11/2013,2
ALL,3/11/2013,-1
ORCL,3/11/2013,5
NEM,3/11/2013,-1
AEE,3/11/2013,2
MDT,3/11/2013,-1
KMI,3/11/2013,2
BLK,3/11/2013,-1
RL,3/11/2013,6
PETM,3/11/2013,1
CAM,3/11/2013,1
CVH,3/11/2013,6
SHLD,3/11/2013,-1
SPLS,3/11/2013,-1
CCI,3/11/2013,4
NVDA,3/11/2013,-1
CF,3/11/2013,-3
XLNX,3/11/2013,2
A,3/11/2013,6
LLTC,3/11/2013,1
FTR,3/11/2013,6
AVP,3/11/2013,-1
STJ,3/11/2013,6
TYC,3/11/2013,1
GRMN,3/11/2013,4
IPG,3/11/2013,1
NU,3/11/2013,3
PBCT,3/11/2013,1
ROP,3/11/2013,1
WMB,3/11/2013,-1
NWL,3/11/2013,-1
AET,3/11/2013,1
GNW,3/11/2013,-3
DOV,3/11/2013,1
FLR,3/11/2013,-3
EQT,3/11/2013,5
EXPE,3/11/2013,-1
AA,3/11/2013,-3
BBBY,3/11/2013,1
CME,3/11/2013,-1
PEG,3/11/2013,3
RDC,3/11/2013,1
AIZ,3/11/2013,1
EOG,3/11/2013,-3
ZMH,3/11/2013,1
HOV,3/11/2013,1
KRFT,3/11/2013,-1
TEG,3/11/2013,1
DFS,3/11/2013,1
TXN,3/11/2013,1
PCL,3/11/2013,1
COST,3/11/2013,-1
SYY,3/11/2013,-1
BAX,3/11/2013,3
ADT,3/11/2013,4
WIN,3/11/2013,-1
HAR,3/11/2013,1
VIAB,3/11/2013,-1
CI,3/11/2013,1
SYMC,3/11/2013,6
BK,3/11/2013,1
BDX,3/11/2013,1
FSLR,3/11/2013,-1
PXP,3/11/2013,1
PHM,3/11/2013,-1
V,3/11/2013,-1
QCOM,3/11/2013,-1
RAI,3/11/2013,5
MET,3/11/2013,6
TSO,3/11/2013,-1
BEAM,3/11/2013,-1
GT,3/11/2013,-3
HES,3/11/2013,1
XYL,3/11/2013,6
LLY,3/11/2013,3
HOG,3/11/2013,-1
FL,3/11/2013,-3
WFC,3/11/2013,-1
SIAL,3/11/2013,1
NFX,3/11/2013,1
TWC,3/11/2013,-1
M,3/11/2013,-1
VALE,3/11/2013,-1
GPS,3/11/2013,-3
UTX,3/11/2013,3
VNO,3/11/2013,-3
DUK,3/11/2013,1
UA,3/11/2013,-1
ABC,3/11/2013,-1
CMI,3/11/2013,1
APH,3/11/2013,1
EXPR,3/11/2013,6
K,3/11/2013,-3
KO,3/11/2013,2
F,3/11/2013,-1
SHW,3/11/2013,-1
SWN,3/11/2013,3
DVN,3/11/2013,6
BBY,3/11/2013,-1
NEE,3/11/2013,-1
NOV,3/11/2013,-1
FHN,3/11/2013,3
CMA,3/11/2013,1
AFL,3/11/2013,-3
PDCO,3/11/2013,1
PNC,3/11/2013,1
FAST,3/11/2013,6
DRI,3/11/2013,-1
IVZ,3/11/2013,1
TSN,3/11/2013,-3
TEL,3/11/2013,1
JOY,3/11/2013,-1
KMB,3/11/2013,1
JBL,3/11/2013,3
MYL,3/11/2013,2
ABBV,3/11/2013,-1
EL,3/11/2013,2
TIBX,3/11/2013,6
SBUX,3/11/2013,-3
DIS,3/11/2013,-3
COF,3/11/2013,-3
WU,3/11/2013,-1
SIRI,3/11/2013,-1
SPG,3/11/2013,4
WM,3/11/2013,6
WPO,3/11/2013,-3
EW,3/11/2013,-1
TM,3/11/2013,-3
S,3/11/2013,4
ABT,3/11/2013,3
IFF,3/11/2013,6
EMN,3/11/2013,3
ADM,3/11/2013,1
SCHL,3/11/2013,4
ATI,3/11/2013,6
NXY,3/11/2013,4
IR,3/11/2013,6
ADI,3/11/2013,6
UNM,3/11/2013,1
TE,3/11/2013,1
WFM,3/11/2013,-3
PLL,3/11/2013,-3
CAB,3/11/2013,1
FIS,3/11/2013,6
DHR,3/11/2013,-1
HRB,3/11/2013,-1
LOW,3/11/2013,4
ANN,3/11/2013,6
AZO,3/11/2013,-1
HRS,3/11/2013,4
FOSL,3/11/2013,-1
VITC,3/11/2013,-1
VTR,3/11/2013,1
RF,3/11/2013,1
GWW,3/11/2013,-1
SNI,3/11/2013,1
MOLX,3/11/2013,1
HSP,3/11/2013,3
CCE,3/11/2013,-1
FDO,3/11/2013,-1
GILD,3/11/2013,-1
AVB,3/11/2013,3
CNP,3/11/2013,3
CHK,3/11/2013,-1
KIM,3/11/2013,-1
JWN,3/11/2013,-1
SD,3/11/2013,-1
ED,3/11/2013,1
PNW,3/11/2013,6
PEP,3/11/2013,1
MUR,3/11/2013,3
MAR,3/11/2013,1
ROST,3/11/2013,6
BF-B,3/11/2013,-1
BTU,3/11/2013,-1
GRPN,3/11/2013,-3
TDC,3/11/2013,-1
UNP,3/11/2013,3
AMGN,3/11/2013,-3
AMD,3/11/2013,-1
DTV,3/11/2013,-3
TROW,3/11/2013,6
FDX,3/11/2013,-1
MOS,3/11/2013,3
MU,3/11/2013,4
FB,3/11/2013,3
NE,3/11/2013,-1
CVX,3/11/2013,3
OI,3/11/2013,6
OKE,3/11/2013,-1
VZ,3/11/2013,-1
CFN,3/11/2013,6
DOW,3/11/2013,-1
CIM,3/11/2013,-1
VLO,3/11/2013,2
COV,3/11/2013,6
TER,3/11/2013,1
PSX,3/11/2013,6
MAS,3/11/2013,1
BAC,3/11/2013,2
ICE,3/11/2013,4
AVY,3/11/2013,1
MWV,3/11/2013,1
YHOO,3/11/2013,-3
ACN,3/11/2013,-1
FMC,3/11/2013,6
BIIB,3/11/2013,3
WAG,3/11/2013,-1
PKI,3/11/2013,1
WHR,3/11/2013,1
XRAY,3/11/2013,1
DDS,3/11/2013,-1
BBT,3/11/2013,-1
X,3/11/2013,-1
JDSU,3/11/2013,5
GIS,3/11/2013,1
CERN,3/11/2013,-1
DLTR,3/11/2013,-1
SRE,3/11/2013,-3
HD,3/11/2013,1
MSI,3/11/2013,1
STI,3/11/2013,1
PSA,3/11/2013,3
WYNN,3/11/2013,-1
DO,3/11/2013,1
MON,3/11/2013,-1
COH,3/11/2013,-1
ZNGA,3/11/2013,-1
KR,3/11/2013,2
DSW,3/11/2013,-1
TJX,3/11/2013,3
NWSA,3/11/2013,-1
PETS,3/11/2013,6
ITW,3/11/2013,1
SO,3/11/2013,-1
ETFC,3/11/2013,1
VRSN,3/11/2013,6
MJN,3/11/2013,4
AMZN,3/11/2013,-1
SCHW,3/11/2013,-1
LMT,3/11/2013,-1
DNB,3/11/2013,2
MMR,3/11/2013,6
BRCM,3/11/2013,-1
NKE,3/11/2013,-1
MKC,3/11/2013,4
AEO,3/11/2013,-1
GMCR,3/11/2013,4
SNA,3/11/2013,1
AON,3/11/2013,1
DELL,3/11/2013,-1
GME,3/12/2013,2
SCHL,3/12/2013,4
PCAR,3/12/2013,-1
GAS,3/12/2013,1
MDLZ,3/12/2013,-1
SYK,3/12/2013,-1
AFL,3/12/2013,-3
BXP,3/12/2013,2
LM,3/12/2013,-1
WYNN,3/12/2013,-1
MCO,3/12/2013,2
PH,3/12/2013,6
COG,3/12/2013,3
